,time,language,source,group,hashtag
4075,2019-09-07 11:26:08,th,Twitter for Android,11 am,['KCON2019THAILAND']
4076,2019-09-07 11:26:16,th,Twitter for Android,11 am,['KCON2019THAILAND']
4077,2019-09-07 11:26:29,th,Twitter for iPhone,11 am,['KCONTHAILAND2019']
4078,2019-09-07 11:26:30,en,Twitter for iPhone,11 am,['KCON2019Thailand']
4079,2019-09-07 11:26:34,th,Twitter for Android,11 am,[]
4080,2019-09-07 11:26:48,th,Twitter for iPhone,11 am,['EXplOrationinBKK']
4081,2019-09-07 11:26:56,en,Twitter for iPhone,11 am,['KCON2019Thailand']
4082,2019-09-07 11:27:00,th,Twitter for iPhone,11 am,[]
4083,2019-09-07 11:27:06,et,Twitter for Android,11 am,[]
4084,2019-09-07 11:27:07,th,Twitter for Android,11 am,[]
4085,2019-09-07 11:27:07,th,Twitter for Android,11 am,"['KCON2019Thailand', 'รักนะจุ๊บๆ_KCON', 'รักนะจุ๊บๆ_GOT7']"
4086,2019-09-07 11:27:08,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'รักนะจุ๊บๆ_KCON']"
4087,2019-09-07 11:27:19,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4088,2019-09-07 11:27:35,th,Twitter for Android,11 am,"['1stlook', 'XONE']"
4089,2019-09-07 11:27:50,th,Twitter for iPhone,11 am,"['KangDanielColorOnMeinBKK', 'CIXHelloStrangerinBKK']"
4090,2019-09-07 11:27:50,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'รักนะจุ๊บๆ_kcon', 'รักนะจุ๊บๆ_x1']"
4091,2019-09-07 11:28:06,th,Twitter for Android,11 am,['KCON2019THAILAND']
4092,2019-09-07 11:28:25,th,Twitter for Android,11 am,['KCON2019THAILAND']
4093,2019-09-07 11:28:34,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'รักนะจุ๊บๆ_KCON', 'รักนะจุ๊บๆ_X1']"
4094,2019-09-07 11:28:35,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4095,2019-09-07 11:28:38,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4096,2019-09-07 11:28:38,en,Twitter for Android,11 am,['KCON2019Thailand']
4097,2019-09-07 11:28:47,th,Twitter for Android,11 am,"['KCON2019Thailand', 'AB6IX']"
4098,2019-09-07 11:29:02,th,Twitter for iPhone,11 am,"['MarkTuan', 'ตลาดนัดอากาเซ', 'ตลาดนัดอากาเซ่', 'ตลาดนัดgot7']"
4099,2019-09-07 11:29:26,th,Twitter for Android,11 am,[]
4100,2019-09-07 11:29:36,en,Twitter for iPhone,11 am,[]
4101,2019-09-07 11:29:37,th,Twitter for iPhone,11 am,"['ตลาดนัดอากาเซ', 'ตลาดนัดอากาเซ่', 'ตลาดนัดgot7', 'ขายของสะสมgot7', 'ขายของสะสมกัซ']"
4102,2019-09-07 11:29:39,en,Twitter Web App,11 am,['KCON2019Thailand']
4103,2019-09-07 11:29:47,th,Twitter for iPhone,11 am,['KCON2019Thailand']
4104,2019-09-07 11:29:53,th,Twitter for iPhone,11 am,"['ตลาดนัดอากาเซ', 'ตลาดนัดอากาเซ่', 'ตลาดนัดgot7', 'ขายของสะสมgot7', 'ขายของสะสมกัซ']"
4105,2019-09-07 11:30:20,th,Twitter for iPhone,11 am,"['ตลาดนัดอากาเซ', 'ตลาดนัดอากาเซ่', 'ตลาดนัดgot7', 'ขายของสะสมgot7']"
4106,2019-09-07 11:30:25,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4107,2019-09-07 11:30:47,th,Twitter for Android,11 am,['KCON2019THAILAND']
4108,2019-09-07 11:30:57,th,Twitter for iPhone,11 am,['แจก']
4109,2019-09-07 11:31:01,th,Twitter for Android,11 am,['KCON2019Thailand']
4110,2019-09-07 11:31:14,en,Twitter for iPhone,11 am,['KCON2019Thailand']
4111,2019-09-07 11:31:34,th,Twitter for Android,11 am,"['GOT7FANFESTinBKK', 'GOT7FANFESTinBKK_DAY3']"
4112,2019-09-07 11:31:44,th,Twitter for Android,11 am,[]
4113,2019-09-07 11:31:50,th,Twitter for iPhone,11 am,"['ตลาดนัดอากาเซ', 'ตลาดนัดอากาเซ่', 'ตลาดนัดgot7', 'ขายของสะสมgot7']"
4114,2019-09-07 11:32:07,en,Twitter for iPhone,11 am,[]
4115,2019-09-07 11:32:25,th,Twitter for iPhone,11 am,['KCONTHAILAND2019']
4116,2019-09-07 11:32:40,th,Twitter for iPhone,11 am,[]
4117,2019-09-07 11:32:47,th,Twitter for iPhone,11 am,[]
4118,2019-09-07 11:32:51,th,Twitter for iPhone,11 am,[]
4119,2019-09-07 11:32:55,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4120,2019-09-07 11:33:06,th,Twitter Web App,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4121,2019-09-07 11:33:46,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'X1']"
4122,2019-09-07 11:33:55,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'X1']"
4123,2019-09-07 11:33:57,th,Twitter for Android,11 am,['KCON2019THAILAND']
4124,2019-09-07 11:34:01,th,Twitter for Android,11 am,[]
4125,2019-09-07 11:34:01,th,Twitter for Android,11 am,[]
4126,2019-09-07 11:34:19,en,Twitter for iPhone,11 am,[]
4127,2019-09-07 11:34:26,vi,Twitter for iPhone,11 am,"['ปรมาจารย์ลัทธิมารTHfanmeeting', 'KCONTHAILAND2019', 'KCON19TH', 'OdeToYouInBKK']"
4128,2019-09-07 11:34:26,en,Twitter for iPhone,11 am,[]
4129,2019-09-07 11:34:38,en,Twitter for iPhone,11 am,[]
4130,2019-09-07 11:34:45,en,Twitter for iPhone,11 am,"['KCONTHAILAND2019', 'ATEEZ']"
4131,2019-09-07 11:34:47,en,Twitter for Android,11 am,[]
4132,2019-09-07 11:34:48,en,Twitter for Android,11 am,[]
4133,2019-09-07 11:34:48,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4134,2019-09-07 11:34:51,en,Twitter for Android,11 am,[]
4135,2019-09-07 11:34:53,en,Twitter for Android,11 am,[]
4136,2019-09-07 11:35:02,th,Twitter for iPhone,11 am,['KCONTHAILAND2019']
4137,2019-09-07 11:35:03,en,Twitter Web App,11 am,[]
4138,2019-09-07 11:35:09,en,Twitter for Android,11 am,[]
4139,2019-09-07 11:35:18,en,Twitter for iPhone,11 am,[]
4140,2019-09-07 11:35:19,en,Twitter for Android,11 am,[]
4141,2019-09-07 11:35:25,th,Twitter for iPhone,11 am,['EXplOrationinBKK']
4142,2019-09-07 11:35:28,en,Twitter for iPad,11 am,[]
4143,2019-09-07 11:35:33,und,Twitter for iPhone,11 am,"['EXOplOrationinbkk', 'KCON2019Thailand', 'JINHYUKHAEinThailand', 'ปรมาจารย์ลัทธิมารTHfanmeeting', 'KCRUSH2019']"
4144,2019-09-07 11:35:37,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'X1_FLAϟH', 'X1']"
4145,2019-09-07 11:35:39,en,Twitter for Android,11 am,[]
4146,2019-09-07 11:35:44,th,Twitter for Android,11 am,"['ตลาดนัดอากาเซ่', 'ตลาดนัดอากาเซ']"
4147,2019-09-07 11:35:56,en,Twitter for Android,11 am,[]
4148,2019-09-07 11:36:06,en,Twitter Web App,11 am,['KCON2019Thailand']
4149,2019-09-07 11:36:07,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4150,2019-09-07 11:36:14,en,Twitter for Android,11 am,[]
4151,2019-09-07 11:36:22,en,Twitter for Android,11 am,[]
4152,2019-09-07 11:36:49,en,Twitter for iPhone,11 am,[]
4153,2019-09-07 11:36:50,th,Twitter for iPhone,11 am,"['Gidle', 'KCON19TH', 'KCON2019Thailand']"
4154,2019-09-07 11:37:04,en,Twitter for iPhone,11 am,[]
4155,2019-09-07 11:37:07,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4156,2019-09-07 11:37:11,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4157,2019-09-07 11:37:17,th,Twitter for iPhone,11 am,"['KCON19TH', 'KCON2019Thailand', 'X1']"
4158,2019-09-07 11:37:19,en,Twitter for Android,11 am,[]
4159,2019-09-07 11:37:25,th,Twitter for iPhone,11 am,['KCON19TH']
4160,2019-09-07 11:37:34,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4161,2019-09-07 11:37:47,th,Twitter for iPhone,11 am,[]
4162,2019-09-07 11:37:49,th,Twitter for Android,11 am,['KCON2019Thailand']
4163,2019-09-07 11:37:50,th,Twitter for iPhone,11 am,[]
4164,2019-09-07 11:37:52,en,Twitter for Android,11 am,[]
4165,2019-09-07 11:37:57,en,Twitter for iPhone,11 am,[]
4166,2019-09-07 11:37:57,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'X1']"
4167,2019-09-07 11:37:58,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'X1']"
4168,2019-09-07 11:37:59,th,Twitter for Android,11 am,['KCON2019THAILAND']
4169,2019-09-07 11:38:00,en,Twitter for Android,11 am,[]
4170,2019-09-07 11:38:02,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'X1']"
4171,2019-09-07 11:38:07,en,Twitter Web App,11 am,[]
4172,2019-09-07 11:38:09,th,Twitter for Android,11 am,['KCON2019THAILAND']
4173,2019-09-07 11:38:17,en,Twitter for iPhone,11 am,[]
4174,2019-09-07 11:38:25,th,Twitter for iPhone,11 am,[]
4175,2019-09-07 11:38:41,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4176,2019-09-07 11:38:58,th,Twitter for Android,11 am,['KCON2019THAILAND']
4177,2019-09-07 11:39:18,en,Twitter for Android,11 am,['KCON2019Thailand']
4178,2019-09-07 11:39:20,th,Twitter for iPhone,11 am,['KCONTHAILAND2019']
4179,2019-09-07 11:39:25,en,Twitter for Android,11 am,[]
4180,2019-09-07 11:39:50,en,Twitter for iPhone,11 am,[]
4181,2019-09-07 11:39:54,th,Twitter for iPhone,11 am,"['นัมโดฮยอน', 'NAMDOHYON', '남도현']"
4182,2019-09-07 11:39:57,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4183,2019-09-07 11:40:06,en,Twitter for iPhone,11 am,[]
4184,2019-09-07 11:40:08,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4185,2019-09-07 11:40:09,th,Twitter for Android,11 am,['KCON2019THAILAND']
4186,2019-09-07 11:40:25,en,Twitter for iPhone,11 am,['KCON2019Thailand']
4187,2019-09-07 11:40:34,th,Twitter for iPhone,11 am,[]
4188,2019-09-07 11:41:01,en,Twitter for Android,11 am,[]
4189,2019-09-07 11:41:08,th,Twitter for Android,11 am,"['นัมโดฮยอน', 'NAMDOHYON', '남도현']"
4190,2019-09-07 11:41:13,en,Twitter for iPhone,11 am,[]
4191,2019-09-07 11:41:20,th,Twitter for iPhone,11 am,"['KCONTHAILAND2019', 'KCON19TH', 'KCON2019Thailand']"
4192,2019-09-07 11:41:37,ar,Twitter for iPhone,11 am,"['فيريفري', 'KCON2019THAILAND']"
4193,2019-09-07 11:41:40,und,Twitter for Android,11 am,[]
4194,2019-09-07 11:41:40,en,Twitter for Android,11 am,[]
4195,2019-09-07 11:41:42,en,TwitPane for Android,11 am,[]
4196,2019-09-07 11:41:55,en,Twitter for Android,11 am,[]
4197,2019-09-07 11:41:56,th,Twitter for Android,11 am,['KCON2019THAILAND']
4198,2019-09-07 11:41:58,th,Twitter for iPhone,11 am,['KCONTHAILAND2019']
4199,2019-09-07 11:42:09,th,Twitter for Android,11 am,['KCON2019Thailand']
4200,2019-09-07 11:42:30,und,Twitter for Android,11 am,['ซึงอูซอก']
4201,2019-09-07 11:42:36,th,Twitter for Android,11 am,['KCON2019THAILAND']
4202,2019-09-07 11:43:12,en,Twitter for iPhone,11 am,[]
4203,2019-09-07 11:43:25,th,Twitter for iPhone,11 am,"['KCON2019Thailand', 'รักนะจุ๊บๆ_KCON', 'รักนะจุ๊บๆ_X1']"
4204,2019-09-07 11:43:38,th,Twitter for Android,11 am,"['X1_FLAϟH', 'FLAϟH', 'X1', 'X1FAIR', '엑스원', 'Seungwoo', 'hanseungwoo', 'VICTON', 'reader', 'oppa', 'kpop', 'ตลาดนัดX1']"
4205,2019-09-07 11:43:46,en,Twitter for Android,11 am,[]
4206,2019-09-07 11:43:50,en,Twitter for iPhone,11 am,[]
4207,2019-09-07 11:44:05,en,Twitter for Android,11 am,[]
4208,2019-09-07 11:44:10,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4209,2019-09-07 11:44:29,en,Twitter for iPhone,11 am,[]
4210,2019-09-07 11:44:32,en,Twitter for Android,11 am,[]
4211,2019-09-07 11:44:33,en,Twitter for Android,11 am,[]
4212,2019-09-07 11:44:39,en,Twitter Web App,11 am,"['KCON2019Thailand', 'KCONTHAILAND2019', 'KCON19TH', '손동표', '동표', 'SONDONGPYO', 'ドンピョ', '엑스원', 'X1']"
4213,2019-09-07 11:44:53,und,Twitter for Android,11 am,[]
4214,2019-09-07 11:44:55,ko,Twitter for Android,11 am,"['X1', '엑스원', '닉쿤', 'StrayKids', 'VERIVERY', 'IZONE', '청하']"
4215,2019-09-07 11:45:32,th,Twitter for iPhone,11 am,"['ตุ๊กตาแดฮวี', 'ตุ๊กตาAB6IX', 'ตลาดนัดAB6IX']"
4216,2019-09-07 11:45:32,en,Twitter for Android,11 am,[]
4217,2019-09-07 11:45:36,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4218,2019-09-07 11:45:55,th,Twitter for Android,11 am,[]
4219,2019-09-07 11:46:00,en,Twitter for Android,11 am,[]
4220,2019-09-07 11:46:03,th,Twitter for Android,11 am,['KCON2019THAILAND']
4221,2019-09-07 11:46:10,th,Twitter for iPhone,11 am,[]
4222,2019-09-07 11:46:12,en,Twitter Web App,11 am,[]
4223,2019-09-07 11:46:13,en,Twitter for Android,11 am,[]
4224,2019-09-07 11:46:16,th,Twitter for Android,11 am,['KCON2019THAILAND']
4225,2019-09-07 11:46:26,th,Twitter for Android,11 am,[]
4226,2019-09-07 11:46:32,en,Twitter for iPhone,11 am,[]
4227,2019-09-07 11:46:51,th,Twitter for Android,11 am,[]
4228,2019-09-07 11:47:01,th,Twitter for Android,11 am,[]
4229,2019-09-07 11:47:02,en,Twitter for Android,11 am,[]
4230,2019-09-07 11:47:05,en,Twitter for Android,11 am,[]
4231,2019-09-07 11:47:25,en,Twitter for Android,11 am,[]
4232,2019-09-07 11:47:26,th,Twitter for iPhone,11 am,"['KCON2019', 'KCON2019Thailand', 'ขายบัตรคอน']"
4233,2019-09-07 11:47:35,th,Twitter Web App,11 am,[]
4234,2019-09-07 11:47:39,th,Twitter for Android,11 am,['KCON2019THAILAND']
4235,2019-09-07 11:47:40,en,Twitter for Android,11 am,[]
4236,2019-09-07 11:47:45,th,Twitter for iPhone,11 am,[]
4237,2019-09-07 11:47:52,en,Twitter for Android,11 am,[]
4238,2019-09-07 11:48:04,th,Twitter Web App,11 am,"['KPOPFESTAinBKK', 'JeongEunJiConcertinBKK']"
4239,2019-09-07 11:48:09,th,Twitter for Android,11 am,['KCON2019Thailand']
4240,2019-09-07 11:48:09,en,Twitter for Android,11 am,[]
4241,2019-09-07 11:48:13,th,Twitter for iPhone,11 am,[]
4242,2019-09-07 11:48:21,th,Twitter for Android,11 am,['KCON2019THAILAND']
4243,2019-09-07 11:48:25,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'X1']"
4244,2019-09-07 11:48:29,en,Twitter for Android,11 am,[]
4245,2019-09-07 11:48:30,en,Twitter for Android,11 am,[]
4246,2019-09-07 11:48:42,th,Twitter for iPhone,11 am,[]
4247,2019-09-07 11:48:57,en,Twitter for Android,11 am,[]
4248,2019-09-07 11:49:10,th,Twitter for iPhone,11 am,[]
4249,2019-09-07 11:49:22,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4250,2019-09-07 11:49:26,en,Twitter for iPhone,11 am,[]
4251,2019-09-07 11:49:31,en,Twitter for Android,11 am,[]
4252,2019-09-07 11:49:54,th,Twitter for iPad,11 am,[]
4253,2019-09-07 11:50:07,th,Twitter Web App,11 am,[]
4254,2019-09-07 11:50:23,en,Twitter for iPhone,11 am,[]
4255,2019-09-07 11:50:40,th,Twitter Web App,11 am,[]
4256,2019-09-07 11:50:43,th,Twitter Web App,11 am,[]
4257,2019-09-07 11:50:44,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4258,2019-09-07 11:50:53,th,Twitter for iPhone,11 am,[]
4259,2019-09-07 11:50:56,th,Twitter for Android,11 am,['KCON2019THAILAND']
4260,2019-09-07 11:51:01,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'GOT7']"
4261,2019-09-07 11:51:11,th,Twitter Web App,11 am,['KCON2019THAILAND']
4262,2019-09-07 11:51:11,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4263,2019-09-07 11:51:16,th,Twitter for iPad,11 am,[]
4264,2019-09-07 11:51:19,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'GOT7', 'KCON19TH']"
4265,2019-09-07 11:51:39,en,TweetCaster for Android,11 am,[]
4266,2019-09-07 11:51:56,th,Twitter for Android,11 am,['KCON2019THAILAND']
4267,2019-09-07 11:52:04,th,Twitter for Android,11 am,"['TofuPOPVote', 'ateez']"
4268,2019-09-07 11:52:07,th,Twitter for Android,11 am,[]
4269,2019-09-07 11:52:10,th,Twitter for Android,11 am,['KCON2019Thailand']
4270,2019-09-07 11:52:32,th,Twitter for Android,11 am,"['X1_FLAϟH', 'FLAϟH', 'X1', 'X1FAIR', '엑스원', 'Wooseok', 'kimwooseok']"
4271,2019-09-07 11:52:36,en,Twitter for Android,11 am,"['KCON2019THAILAND', 'TwitterBlueroom', 'HiPrae']"
4272,2019-09-07 11:52:48,th,Twitter for iPad,11 am,"['รับกดบัตร', 'parkhyunaing', 'NUESTSegnoInBKK', 'EXplOrationinBKK', 'AB6IX1stFMinBKK']"
4273,2019-09-07 11:52:49,th,Twitter for iPhone,11 am,"['KCON2019Thailand', 'รักนะจุ๊บๆ_KCON', 'รักนะจุ๊บๆ_IZ']"
4274,2019-09-07 11:52:58,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4275,2019-09-07 11:52:58,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'GOT7', 'KCON19TH']"
4276,2019-09-07 11:53:37,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4277,2019-09-07 11:53:42,en,Twitter for Android,11 am,[]
4278,2019-09-07 11:53:46,en,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'TwitterBlueroom', 'THEBOYZ']"
4279,2019-09-07 11:54:02,en,Twitter for Android,11 am,[]
4280,2019-09-07 11:54:13,th,Twitter for iPhone,11 am,[]
4281,2019-09-07 11:54:23,en,Twitter Web App,11 am,[]
4282,2019-09-07 11:54:23,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4283,2019-09-07 11:54:28,th,Twitter for Android,11 am,[]
4284,2019-09-07 11:54:36,th,Twitter for Android,11 am,[]
4285,2019-09-07 11:54:41,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4286,2019-09-07 11:54:45,en,Twitter for iPhone,11 am,['KCON2019Thailand']
4287,2019-09-07 11:54:46,en,Twitter for Android,11 am,[]
4288,2019-09-07 11:54:52,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4289,2019-09-07 11:54:54,en,Twitter for Android,11 am,[]
4290,2019-09-07 11:55:23,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'GOT7', 'KCON19TH']"
4291,2019-09-07 11:55:29,th,Twitter for Android,11 am,[]
4292,2019-09-07 11:55:34,en,Twitter for Android,11 am,[]
4293,2019-09-07 11:55:41,en,Twitter for Android,11 am,[]
4294,2019-09-07 11:55:42,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'รักนะจุ๊บๆ_KCON', 'รักนะจุ๊บๆ_StrayKids']"
4295,2019-09-07 11:56:10,th,Twitter for Android,11 am,['KCON2019Thailand']
4296,2019-09-07 11:56:11,th,Twitter for iPhone,11 am,[]
4297,2019-09-07 11:56:20,th,Twitter for Android,11 am,[]
4298,2019-09-07 11:56:22,en,Twitter for iPhone,11 am,[]
4299,2019-09-07 11:56:28,th,Twitter for iPhone,11 am,"['ตลาดนัดEXO', 'ตลาดนัดอากาเซ่', 'ตลาดนัดX1', 'ตลาดนัดnct', 'ตลาดนัดizone']"
4300,2019-09-07 11:56:31,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4301,2019-09-07 11:56:34,th,Twitter for Android,11 am,['โปรเจคเด็กหลง']
4302,2019-09-07 11:56:37,und,Twitter for Android,11 am,"['KCON19TH', 'KCON2019Thailand']"
4303,2019-09-07 11:56:48,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4304,2019-09-07 11:56:53,en,Twitter for iPhone,11 am,[]
4305,2019-09-07 11:56:53,th,Twitter for iPhone,11 am,[]
4306,2019-09-07 11:56:59,th,Twitter for iPad,11 am,[]
4307,2019-09-07 11:57:07,en,Twitter for iPhone,11 am,"['AB6IX', 'เฟรยาไฟล์ท', 'FREYA_flight', 'KCONTHAILAND2019', 'TheBoys', 'ATEEZ', 'AB6IX', 'X1']"
4308,2019-09-07 11:57:37,th,Twitter for iPhone,11 am,"['KCON2019', 'KCONTHAILAND2019', 'KCON2019Thailand']"
4309,2019-09-07 11:57:55,th,Twitter for Android,11 am,['KCON2019THAILAND']
4310,2019-09-07 11:57:56,th,Twitter for Android,11 am,[]
4311,2019-09-07 11:57:56,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4312,2019-09-07 11:58:06,en,Twitter for Android,11 am,[]
4313,2019-09-07 11:58:20,en,Twitter for iPhone,11 am,[]
4314,2019-09-07 11:58:21,th,Twitter for Android,11 am,[]
4315,2019-09-07 11:58:33,th,Twitter for iPhone,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4316,2019-09-07 11:58:45,en,Twitter for iPhone,11 am,"['KCON2019Thailand', 'KCON19TH']"
4317,2019-09-07 11:58:45,en,Twitter for iPhone,11 am,"['StrayKids', 'เฟรยาไฟล์ท', 'FREYA_flight', 'KCONTHAILAND2019']"
4318,2019-09-07 11:58:59,en,Twitter for iPhone,11 am,['KCON2019THAILAND']
4319,2019-09-07 11:59:11,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4320,2019-09-07 11:59:11,th,Twitter for Android,11 am,"['X1', 'X1_Debut', 'X1_FLAϟH', 'KCON2019Thailand']"
4321,2019-09-07 11:59:20,th,Twitter for iPhone,11 am,[]
4322,2019-09-07 11:59:24,en,Twitter for iPhone,11 am,"['ATEEZ', 'เฟรยาไฟล์ท', 'FREYA_flight', 'KCONTHAILAND2019', 'TheBoys', 'ATEEZ', 'X1', 'KCON19TH', 'Straykids', 'KCON19TH']"
4323,2019-09-07 11:59:29,th,Twitter for Android,11 am,"['Straykids', 'KCONTHAILAND2019', 'KCON2019THAILAND']"
4324,2019-09-07 11:59:30,th,Twitter for Android,11 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4325,2019-09-07 11:59:42,th,Twitter for Android,11 am,['KCON2019Thailand']
4326,2019-09-07 11:59:46,th,Twitter for Android,11 am,[]
4327,2019-09-07 11:59:47,th,Twitter for iPhone,11 am,['KCON2019THAILAND']
4328,2019-09-07 11:59:47,th,Twitter Web App,11 am,['KCON2019THAILAND']
4329,2019-09-07 11:59:48,en,Twitter for iPhone,11 am,"['Theboyz', 'เฟรยาไฟล์ท', 'FREYA_flight', 'KCONTHAILAND2019', 'TheBoys', 'KCON19TH', 'x1', 'straykids', 'AB6IX']"
4330,2019-09-07 11:59:55,th,Twitter for Android,11 am,['KCON2019THAILAND']
4331,2019-09-07 11:59:59,th,Twitter for Android,11 am,"['GOT7', 'KCONTHAILAND2019', 'KCON2019THAILAND', 'ตลาดนัดอากาซ่', 'KCON19TH']"
4332,2019-09-07 12:00:07,und,Twitter for Android,12 am,"['IZONE', 'ตลาดนัดizone', 'ตลาดนัดไอจือวอน', 'ตลาดนัดอจว']"
4333,2019-09-07 12:00:09,th,Twitter for Android,12 am,"['KIMJAEHWAN', 'KCONTHAILAND2019', 'KCON19TH', 'SeoulStreetFestivalTH']"
4334,2019-09-07 12:00:10,en,Twitter for Android,12 am,['KCON2019Thailand']
4335,2019-09-07 12:00:17,th,Twitter for Android,12 am,"['KCON2019Thailand', 'ตลาดนัดเด็กหลง', 'ตลาดนัดstraykids']"
4336,2019-09-07 12:00:24,en,Twitter for iPhone,12 am,['KCON2019Thailand']
4337,2019-09-07 12:00:33,th,Twitter for Android,12 am,['KCON2019THAILAND']
4338,2019-09-07 12:00:40,th,Twitter for Android,12 am,"['KCONTHAILAND2019', 'KCON19TH', 'ตลาดนัดstraykids']"
4339,2019-09-07 12:00:42,und,Twitter for Android,12 am,"['GOT7', 'ตลาดนัดอากาเซ', 'ตลาดนัดอากาเซ่', 'แท่งไฟgot7']"
4340,2019-09-07 12:00:43,en,Twitter for iPhone,12 am,['KCON2019THAILAND']
4341,2019-09-07 12:00:58,en,Twitter for iPhone,12 am,"['Golden_Child', 'เฟรยาไฟล์ท', 'FREYA_flight', 'KCONTHAILAND2019', 'TheBoys', 'ATEEZ']"
4342,2019-09-07 12:01:21,th,Twitter for iPhone,12 am,[]
4343,2019-09-07 12:01:24,th,Twitter for Android,12 am,"['KCON2019THAILAND', 'KCONTHAILAND2019', 'KCON19TH', 'ตลาดนัดstraykids']"
4344,2019-09-07 12:01:40,en,Twitter for Android,12 am,[]
4345,2019-09-07 12:01:40,th,Twitter for Android,12 am,['KCON2019Thailand']
4346,2019-09-07 12:01:46,th,Twitter for Android,12 am,['KCONTHAILAND2019']
4347,2019-09-07 12:01:52,th,Twitter for Android,12 am,['KCON2019THAILAND']
4348,2019-09-07 12:02:02,th,Twitter for iPhone,12 am,['KCON2019THAILAND']
4349,2019-09-07 12:02:23,th,Twitter for Android,12 am,['KCONTHAILAND2019']
4350,2019-09-07 12:02:24,en,Twitter for Android,12 am,[]
4351,2019-09-07 12:02:25,th,Twitter for iPhone,12 am,"['KCON2019', 'KCONTHAILAND2019', 'KCON2019Thailand']"
4352,2019-09-07 12:02:28,th,Twitter for iPhone,12 am,"['KCON2019Thailand', 'รักนะจุ๊บๆ_KCON', 'รักนะจุ๊บๆ_X1']"
4353,2019-09-07 12:02:54,th,Twitter for Android,12 am,['KCON2019THAILAND']
4354,2019-09-07 12:02:55,und,Twitter for iPhone,12 am,"['X1', 'เฟรยาไฟล์ท', 'FREYA_flight', 'KCONTHAILAND2019', 'TheBoys', 'ATEEZ']"
4355,2019-09-07 12:03:06,th,Twitter for iPhone,12 am,['KCON2019THAILAND']
4356,2019-09-07 12:03:07,th,Twitter for iPhone,12 am,"['KCON2019THAILAND', 'KCON', 'KCON19TH']"
4357,2019-09-07 12:03:28,th,Twitter for Android,12 am,"['ตลาดนัดเด็กหลง', 'ตลาดนัดstraykids']"
4358,2019-09-07 12:03:30,th,Twitter for Android,12 am,[]
4359,2019-09-07 12:03:34,en,Twitter for iPhone,12 am,[]
4360,2019-09-07 12:03:57,th,Twitter for iPhone,12 am,[]
4361,2019-09-07 12:04:07,th,Twitter for iPhone,12 am,[]
